# purchased 199x, manufacturer unknown
# labels for summary.json were: 11 6 12 9 16 4 5 18 10 15 17 13 8 2 1 19 14 7 20 3 3 10 16
9
4
11
15
18
5
20
6
16
10
10
16
19
9
6
12
10
12
13
4
5
20
7
19
18
2
2
20
3
16
13
7
4
13
14
16
10
12
1
10
5
10
20
9
6
11
2
18
12
16
7
7
18
15
20
11
18
2
17
3
1
2
8
12
8
19
4
17
2
7
6
13
5
11
10
18
9
3
6
6
13
18
19
6
11
18
8
17
5
18
4
5
11
10
6
18
10
1
12
14
5
10
10
17
18
13
8
20
16
11
16
6
1
10
4
20
5
9
8
12
5
2
4
5
6
18
11
6
1
20
6
4
6
20
12
8
5
14
10
5
17
17
11
7
4
9
14
8
16
6
20
17
13
10
19
4
9
11
9
12
16
16
11
17
7
1
8
4
13
9
8
11
7
4
16
16
4
15
19
4
5
14
20
6
7
11
9
16
6
8
15
5
4
19
16
17
12
15
18
18
6
5
14
4
6
13
15
12
5
5
16
7
17
18
8
4
12
6
15
2
5
11
18
19
10
1
11
19
11
9
9
17
17
6
14
13
5
9
4
9
10
15
16
10
19
4
6
9
3
16
10
5
16
9
5
11
8
16
4
3
12
12
8
12
9
11
10
5
8
8
4
11
9
4
9
10
14
11
18
18
17
11
10
2
9
1
8
2
16
16
17
11
17
14
9
13
4
15
15
4
19
6
16
16
6
15
14
4
19
18
14
13
17
4
6
3
4
13
1
5
12
1
5
8
2
11
9
17
9
10
10
12
5
16
10
11
17
15
16
16
13
8
15
9
2
16
5
16
13
15
7
2
5
10
10
10
5
10
12
1
17
12
15
14
2
7
11
13
14
6
3
11
11
13
6
5
15
1
17
16
19
1
13
8
10
4
15
10
19
15
15
11
12
6
18
19
14
18
3
14
11
15
17
4
3
20
19
15
14
12
20
3
5
15
13
6
17
9
16
10
12
14
6
17
3
18
13
1
6
3
17
12
8
10
1
15
10
19
16
19
5
18
19
15
6
13
9
7
15
7
7
20
14
9
14
20
9
4
18
5
11
19
15
1
18
5
3
4
14
16
20
10
16
6
3
5
18
9
2
10
15
6
14
10
17
10
5
11
1
16
13
13
15
2
5
7
15
19
10
16
17
11
11
16
9
8
10
15
17
10
13
13
10
20
6
14
5
13
12
8
5
18
3
17
19
11
16
4
17
11
3
16
10
4
1
17
6
10
9
16
13
11
7
8
6
19
14
11
5
6
17
18
13
5
9
16
12
10
16
9
19
10
9
18
13
10
7
3
11
11
6
12
7
5
16
16
9
15
19
18
20
6
3
11
3
6
16
19
18
9
20
14
5
8
9
4
20
10
10
5
9
5
20
1
11
15
1
4
10
12
9
19
18
12
2
12
20
9
5
10
16
6
11
11
3
7
8
12
5
9
15
4
15
1
2
4
2
8
17
4
2
5
10
5
10
13
16
12
3
3
1
19
6
17
16
10
18
11
11
10
9
16
8
6
20
18
5
6
17
19
10
17
17
19
9
12
12
17
6
11
1
8
13
9
2
14
1
15
12
4
9
17
9
2
16
1
3
17
6
4
5
20
7
3
1
6
3
19
8
7
11
17
17
7
9
13
17
6
6
12
11
3
10
16
3
10
6
4
8
12
16
11
16
7
9
16
10
14
11
11
3
14
12
1
19
5
16
6
5
4
10
4
5
8
10
18
9
11
9
11
10
4
10
1
20
4
9
17
8
15
13
12
11
12
2
13
10
13
9
6
2
17
12
2
15
11
15
4
16
16
16
8
13
19
9
18
7
12
16
1
16
1
9
3
3
11
13
2
1
19
5
10
11
16
11
4
12
11
9
14
15
3
15
12
7
19
19
14
20
12
6
1
16
6
2
13
6
8
3
7
12
11
6
16
13
4
10
4
1
15
19
7
6
1
19
12
15
15
2
19
13
6
12
11
1
4
13
4
20
8
2
1
11
7
4
6
3
20
9
3
3
8
14
10
16
19
4
15
4
12
10
3
11
9
16
1
8
18
16
14
15
10
12
11
1
18
11
9
12
9
17
3
11
11
6
13
8
10
1
4
20
3
12
18
11
11
15
19
6
15
4
3
10
1
4
20
5
18
14
2
5
11
9
12
18
4
10
7
18
7
7
18
6
17
1
17
12
16
11
19
17
8
19
3
9
12
9
5
18
17
10
5
3
17
2
14
10
10
4
20
12
12
8
2
16
1
10
13
12
11
7
1
10
7
1
5
10
13
4
3
11
4
2
4
2
4
3
18
17
17
19
16
20
7
16
6
17
17
11
10
17
1
15
18
16
19
17
18
9
18
17
12
11
16
19
3
2
16
5
13
19
14
12
16
8
18
19
19
19
19
11
11
4
11
1
15
8
4
20
14
14
15
8
4
17
15
2
11
15
3
17
18
5
10
12
8
6
8
10
18
18
10
20
15
7
18
2
16
2
7
19
6
11
10
17
1
1
5
2
11
4
7
13
9
6
10
16
10
6
10
4
20
18
19
19
5
14
5
8
13
13
2
15
19
18
15
8
19
9
18
7
3
17
5
16
20
14
6
2
5
6
10
12
10
19
15
13
5
14
20
11
20
12
15
11
13
18
8
9
2
18
4
3
2
11
13
5
12
6
5
10
3
1
20
5
8
19
9
13
10
12
19
10
8
10
19
16
14
13
10
9
14
20
4
3
6
7
11
6
13
4
19
1
8
10
12
9
9
12
8
16
18
6
17
17
11
6
3
2
14
15
20
20
12
5
1
12
10
13
16
20
13
2
5
8
13
16
8
14
17
6
3
2
16
15
1
7
5
5
5
4
6
5
4
5
8
2
9
18
9
9
18
6
10
9
12
6
7
8
1
17
18
16
1
12
6
9
16
16
13
19
18
17
18
9
19
8
20
6
7
4
10
18
11
5
2
9
18
3
13
20
19
2
17
9
20
19
13
14
12
2
1
6
6
16
9
13
19
8
10
4
7
8
4
3
3
12
10
7
5
8
6
7
7
14
19
8
6
12
2
12
5
15
18
16
6
15
20
1
15
9
8
9
15
3
13
15
19
13
19
16
17
12
15
11
6
18
4
16
2
5
16
3
3
6
14
13
9
18
7
11
12
10
5
1
14
15
12
18
9
3
20
14
4
10
11
11
10
12
1
19
12
20
14
3
12
7
15
2
16
8
4
17
10
15
6
17
4
1
17
18
15
2
20
9
12
7
10
5
19
11
11
11
15
9
20
16
19
12
3
5
11
4
15
9
7
6
8
8
5
10
4
6
13
2
13
5
8
9
2
5
9
9
18
13
6
12
7
11
14
10
12
11
8
5
11
19
6
18
9
19
18
12
14
17
11
8
3
10
4
16
4
10
16
15
11
19
12
9
5
13
16
3
4
15
11
11
12
2
4
8
13
3
18
13
12
1
1
19
15
6
5
3
10
4
15
10
20
8
10
2
6
9
11
13
5
12
3
9
15
3
13
4
3
8
8
10
2
16
2
11
12
18
8
15
17
6
10
5
14
8
8
19
1
6
3
12
5
6
3
10
15
2
5
16
9
20
5
11
2
11
7
2
4
10
1
11
5
15
16
9
8
16
5
2
4
7
14
16
11
8
9
8
2
15
9
10
8
2
18
17
10
5
7
3
4
6
13
7
2
6
11
10
10
19
7
2
6
12
1
6
14
10
6
11
3
3
11
4
10
12
13
20
12
14
2
5
14
12
4
1
5
13
9
11
5
13
4
5
14
2
9
19
15
9
16
16
18
18
6
18
5
11
3
17
4
16
6
11
1
14
3
16
9
7
7
10
1
3
6
6
6
11
19
7
11
8
18
19
6
5
8
7
9
12
2
16
8
17
7
9
10
4
1
5
3
16
12
17
15
7
17
5
12
18
5
8
1
5
17
6
12
15
19
1
11
15
3
7
12
9
1
17
6
18
19
15
14
20
6
19
5
14
5
5
4
7
11
16
10
17
17
8
6
13
17
16
1
10
11
12
12
11
13
11
16
16
11
4
9
13
10
16
19
5
3
2
1
3
2
17
17
3
5
9
11
15
5
13
2
16
16
3
15
20
4
17
6
3
12
9
13
19
11
1
15
4
16
19
12
14
11
1
6
19
18
13
8
2
15
7
10
10
19
14
16
18
9
11
11
4
2
9
9
5
9
16
12
17
16
10
12
14
16
18
18
10
2
19
3
6
18
6
3
11
7
2
11
11
20
7
2
4
4
3
9
19
6
10
18
16
6
4
16
7
16
17
10
11
6
3
5
5
12
4
15
19
10
1
20
11
3
6
18
7
16
6
6
11
6
6
6
2
6
5
4
13
12
11
16
1
17
5
16
8
4
9
11
15
12
6
12
19
17
15
5
11
12
16
9
16
4
6
8
14
14
7
11
10
12
14
14
12
16
6
5
1
12
4
18
5
5
9
10
8
4
15
15
2
6
6
14
6
10
16
12
4
4
11
1
12
1
16
9
11
9
7
11
11
16
18
16
15
7
19
6
2
15
10
5
7
18
12
12
9
16
11
1
18
8
8
5
20
1
17
10
11
15
11
10
12
15
4
9
6
3
11
16
16
13
16
1
3
4
18
18
1
6
4
6
14
12
8
15
15
10
13
8
18
5
2
7
12
5
10
18
15
19
18
4
10
13
16
4
11
17
17
19
12
3
9
16
19
15
10
20
10
12
12
11
16
17
11
3
6
20
11
17
18
8
8
10
4
18
12
12
1
17
14
7
18
3
17
11
5
19
13
20
11
10
3
12
16
12
3
3
16
10
6
10
14
15
19
2
5
12
3
16
1
1
16
5
13
1
6
14
9
18
3
6
18
16
2
18
5
17
16
2
13
3
13
9
14
9
16
12
19
18
20
9
20
14
5
20
18
8
2
10
9
10
10
13
9
4
2
8
1
16
1
15
20
10
5
5
6
11
8
9
11
4
6
15
5
6
15
1
6
9
10
18
11
20
12
9
16
11
18
13
11
13
15
7
18
1
19
12
17
9
8
4
11
11
12
18
10
18
3
19
12
10
13
11
18
13
5
5
10
16
2
7
15
15
19
11
13
11
20
3
9
19
17
9
19
17
16
4
11
10
3
2
7
15
17
9
4
11
10
18
16
17
4
12
9
19
16
15
16
11
7
18
14
10
11
12
11
18
19
17
6
13
2
9
10
18
9
1
1
10
7
9
15
9
15
10
12
17
8
12
1
13
10
10
19
13
18
6
16
18
9
11
9
17
18
2
20
8
5
16
6
8
18
11
5
5
8
10
8
8
6
14
11
1
1
2
12
5
16
8
12
15
11
2
7
9
14
13
6
12
14
7
19
6
19
9
4
16
12
6
4
5
6
16
6
2
19
13
11
16
15
7
19
3
11
4
19
7
7
2
9
9
18
13
17
13
11
12
5
6
7
8
4
18
10
16
15
19
18
16
3
11
13
12
12
19
5
11
13
6
15
6
18
8
16
1
11
7
10
3
1
12
16
10
18
17
13
17
15
3
2
5
11
4
3
6
4
17
11
11
1
14
19
6
11
5
4
18
17
9
18
10
5
18
5
13
5
18
16
10
8
16
19
15
14
16
12
19
3
10
18
2
13
3
14
5
16
3
16
14
4
4
6
7
11
4
3
11
9
13
7
17
11
6
4
19
4
7
1
2
15
10
4
6
4
11
18
16
12
12
9
6
13
1
11
9
16
3
10
13
10
1
10
9
12
